corp_code,corp_name,corp_eng_name,induty_code,modify_date,recent_audit_rcept_dt,recent_audit_report,recent_audit_rcept_no,revenue_raw
00567985,오토웍스,"Autoworks Co., Ltd",26,20170630,,,,
00991270,성진중공업,SUNGJIN HEAVY INDUSTRY ,31114,20170630,,,,
01084993,현대메탈,"HYUNDAI METAL CO.,LTD.",30,20170630,,,,
00534765,영일공업,"YoungIl Indus.co.,Ltd",30,20170630,,,,
01099755,현대가전업,"Hyun Dae Household Applances  Co .,LTD",28511,20170630,,,,
00925949,동양메탈,"DONG YANG METAL CO.,LTD",25912,20170630,,,,
01102138,세영중공업,se young,29132,20170630,,,,
01163883,"UNIQUEWEALTHAUTOMOTIVECO.,LTD","UNIQUE WEALTH AUTOMOTIVE CO.,LTD",30,20170630,,,,
01102527,오케이폴리머,"Ok Polymer Co.,Ltd.",46733,20170630,,,,
00428181,에프-엠모터파츠리미티드,F-M Motorparts Limited,30,20170630,,,,
00674665,가나중공업,Gana industry Co. Ltd.,25,20170630,,,,
00921031,태경중공업,"SEYANGSHOT BLAST MACHINERY CO.,LTD",25929,20170630,,,,
00489544,오토모티브홀딩스코리아,"Automotive Holdings Korea, Ltd.,",30,20170630,,,,
00110574,대성정기,"DAESUNG AUTOMOTIVE CO., LTD",30,20170630,,,,
00792110,포스하이메탈,"POS-HiMETAL CO., Ltd",24113,20170630,,,,
00604639,풍한금속공업,"POONG HAN METAL INDUSTRIES CO.,LTD.",24229,20170630,,,,
00887755,케이비중공업,KB HEAVY INDUSTRIES,2413,20170630,,,,
00822545,전일기계공업,"JEONIL Machinery Co., Ltd",29241,20170630,,,,
01045462,현대중경,"Hyundai Jungkyung Co., Ltd ",2413,20170630,,,,
01070370,현대대경,"HYUNDAI DAEKYUNG CO., LTD",2413,20170630,,,,
00245144,현우공업,"hyun woo ind co, ltd",24222,20170630,,,,
01048052,현대금속,hyundaipipe,4669,20170630,,,,
01102882,비엔지중공업,"BNG HEAVY INDUSTRIES CO.,LTD",2511,20170630,,,,
00446691,유전공업,"youjeon steel co., ltd",2419,20170630,,,,
00144678,유신전자공업, ,28909,20170630,,,,
00563174,티앤엑스중공업,T&X Heavy lndustries,25991,20170630,,,,
01016558,서진중공업,"SEOJIN HEAVY INDUSTRIES CO.,Ltd",31114,20170630,,,,
00760980,구만중공업,"GUMAN Heavy Ind.co.,ltd",31114,20170630,,,,
01027192,명진기공,"myungjin machinery ind.co.,ltd",2922,20170630,,,,
00244835,코비디엔코리아,Autosuture Korea,46441,20170630,,,,
01141960,가람정공,Karam Precision Inc.,2629,20170630,,,,
01104330,상해메탈,"SHANGHAI METAL CO.,LTD",46722,20170630,,,,
00673648,한주정공,"HANJOO PRECISION IND.CO.,LTD",303,20170630,,,,
01156050,도시바일렉트로닉스코리아,TOSHIBA ELECTRONICS KOREA CORPORATION,4659,20170630,,,,
00502951,삼영기계공업,"SAM YOUNG MACHINERY INDUSTRIAL CO.,LTD.",29229,20170630,,,,
00875440,심팩메탈,"SIMPAC METAL Co., Ltd.",24113,20170630,,,,
00765161,대경중공업,"DAE KYOUNG CO., LTD",31114,20170630,,,,
00450904,에바정밀코팅,"EVA Coating Technology Co., Ltd.",2612,20170630,,,,
00158477,클라리언트플라스틱앤코팅,Clariant Plastics & Coatings (Korea) Ltd.,46731,20170630,,,,
00523477,현대네트워크시스템,"HYUNDAI NETWORK SYSTEM,Inc",26410,20170630,,,,
00203388,신광경금속공업,"SHIN KWANG LIGHT METAL CO.,LTD.",24329,20170630,,,,
01030381,한국정밀,"HANKUK PRECISION CO.,LTD",24321,20170630,,,,
00814324,금호중공업,"Kumho Heavy Industries co.,Ltd.,",31114,20170630,,,,
00235493,성창중공업,"sungchang heavy industries co.,ltd.",25119,20170630,,,,
01106860,오토티엠,AUTO.T.M,303,20170630,,,,
01127313,시리얼마이크로일렉트로닉스피티이엘티디,SERIAL MICROELECTRONICS PTE LTD,4659,20170630,,,,
01099223,신광기공,Shin Kwang Co.Ltd,25924,20170630,,,,
00933638,테이진일렉트로닉스코리아,"TEIJIN ELECTRONICS KOREA CO.,LTD",46800,20170630,,,,
01041040,일화공업,"ILHWA INDUSTRY CO.,LTD",2512,20170630,,,,
00934239,신한정밀,"Shinhan Precision Co.,Ltd.",2629,20170630,,,,
00404899,삼화정밀,Sam Hwa Precision Co. Ltd,25932,20170630,,,,
01014107,주성폴리머,JOOSUNG POLYMER CORP.,46733,20170630,,,,
00176163,국제다이아몬드공업,"KUKJEDIAMOND INDUSTRIAL CO.,LTD",29229,20170630,,,,
01045143,유원정공,"yuwoun precision co.,ltd",30,20170630,,,,
01137073,건영오토,KUNYOUNG AOTO,30,20170630,,,,
01101801,한양오토모티브,"HanYang Automotive Co.,Ltd",2413,20170630,,,,
01104279,오토웰,"AUTOWEL CO.,LTD.",28909,20170630,,,,
00262938,한국정밀,KOREA  TRECISION,29111,20170630,,,,
01023576,강남기계공업,"KANGNAM MACHINE INDUSTRY CO.,LTD",31114,20170630,,,,
00767831,아봉금속공업,"A-BONG Metal Inc. co., Ltd.",30,20170630,,,,
00759975,현대스틸,"HYUNDAE STL CO., LTD",24312,20170630,,,,
01172289,상봉모터스,"SANG BONG MOTORS CO.,LTD",30,20170630,,,,
00668345,휴맥스오토모티브,"Humax Automotive co., Ltd",26521,20170911,,,,
00598754,대화메탈,"DAEHWA METAL CO.,LTD",2591,20170918,,,,
01253177,아림정밀,"ALIM PRECISION CO.,LTD.",25924,20171011,,,,
01014666,에스앤씨메탈,"S&C MATAL CO., LTD.",292,20170630,,,,
00559773,현대단조,"HYUNDAI FORGING CO.,LTD",25912,20170630,,,,
01037621,세키스이플라스틱코리아,"SEKISUI PLASTICS KOREA CO.,LTD.",46739,20171226,,,,
01251425,엠에스씨메탈,Corp. MSC METAL,46722,20170928,,,,
00862172,진우정공,"JINWOO PRECISION INDUSTRY CO.,LTD",29241,20170927,,,,
01078512,삼원오토밸리,"SamwonAutovalley.Co.,Ltd",30,20170808,,,,
01251133,메탈리카,"METALICA CO.,LTD",26299,20170929,,,,
01038444,스프레이오토텍,"SPRAY AUTO TECHNOLOGY CO.,LTD",291,20170808,,,,
00620752,세기정공,"CENTURY PRECISION CO., LTD.",29133,20170809,,,,
00837167,동민금속공업,"DONG MIN METAL INDUSTRIAL CO,.LTD",259,20170630,,,,
01139053,어업회사법인미주물산,"COMMERCIAL FISHING CORPORATION MIJU MULSAN CO., LTD.",46,20170630,,,,
00919568,미래정공,"MIRAE PRECISION IND.CO.,LTD",24199,20170630,,,,
00619376,창원금속공업,CHANGWON METAL INDUSTRY,30,20170630,,,,
00770862,영신오토모티브,"Youngshin Automotive co.,ltd",3033,20170630,,,,
00243678,환웅정공,"HWANWOONG PRECISSON CO.,LTD",29111,20170630,,,,
01139682,씨케이메탈,"CK METAL Co., Ltd.",24212,20170630,,,,
00232797,삼화통신공업,SAMHWA TELECOM CO. LTD,2642,20170630,,,,
01150630,영산중공업,"YoungSan Heavy Ind. Co., Ltd.",2511,20170630,,,,
00766443,현대에이치앤에스,"hyundai H&S.co.,Ltd",46,20170630,,,,
00673037,대성공업,Daeseong,31991,20170630,,,,
01234312,영일오토메이션,YOUNGIL AUTOMATION,46521,20170630,,,,
00959867,알모티브,"ALMOTIVE CO., Ltd.",24212,20170630,,,,
01174694,형제기계공업,"HyungJe Machinery Co.,Ltd.",25924,20170630,,,,
00761174,팬코리아중공업,PANKOREA,29111,20170630,,,,
01020551,한일중공업,"HANIL HEAVY INDUSTRIES Co.,Ltd",25130,20170630,,,,
00834975,동원중공업,"DONGWON HEAVY INDUSTRIES CO., LTD",28111,20170630,,,,
00523732,한일중공업,"HANIL HEAVY INDUSTRIES CO,.LTD",25121,20170630,,,,
00227652,삼화주철공업,SAMHWA CAST IRON CO LTD,24311,20180508,,,,
00616698,동성에이씨에스,"Dongsung Automotive Composite solutions co.,ltd",30,20180508,,,,
01153132,극동정밀,KeukDong PRECISION CO.LTD,2591,20180508,,,,
01212222,용진정밀,"YoungJin Precision Industries Co.,Ltd",30,20180504,,,,
01150232,피알캠,"PRCAM CO., LTD.",292,20180509,,,,
01297357,현대중장비중부판매,hyundai heavy equipment,4610,20180509,,,,
01145133,오토시스,AUTOSYS CORPORATION,28123,20180509,,,,
00778679,현대인프라코어,hyundaiinfracore.co.ltd,28901,20180423,,,,
00219185,제이엠씨중공업,"JMC Heavy Industries Co.,Ltd",33999,20180202,,,,
01304985,현대지게차서울동부판매,Hyundai  forklift  seoul east sales Co.Ltd,46532,20180514,,,,
00669812,현대산기,"Hyundai Industrial Machinery CO., LTD.",29,20180511,,,,
00503589,디에이치일렉트로닉스,"DAEHWE PRECISION CO.,LTD.",2629,20180511,,,,
01285893,고려정밀,korea precision co.,25924,20180511,,,,
01308352,성원오토메이션,"sungwon automation co.,ltd.",29133,20180511,,,,
00878021,콘티넨탈오토모티브코포레이션코리아,Continental Automotive Corporation Korea Ltd.,4610,20180510,,,,
00766957,태경중공업,"Taekyung Heavy Industries CO., LTD.",29,20180510,,,,
00964638,케이.엠.피이,korea motors plastic,30,20180510,,,,
01220197,현대텍,hyundatec,29141,20180813,,,,
00923482,레어메탈코리아,"RAREMETAL Co.,Ltd",29133,20180515,,,,
00682628,동원중공업,DONGWON HEAVY INDUSTRY CORP.,31114,20180515,,,,
01325146,아토메탈테크코리아,"attometal tech korea Ltd,.",2411,20180830,,,,
01225402,은성브레이크,E.S.BRAKE,2591,20180821,,,,
01234729,후지쯔컴포넌츠코리아,FUJITSU COMPONENTS KOREA LIMITED.,46521,20180720,,,,
00970611,영재정공,"YOUNGJAE PRECISION INDUSTRY CO,LTD",30,20180514,20260401,감사보고서 (2025.12),20260401001034,
01157244,우진중공업,"WOOJIN HEAVY INDUSTRY CO.,LTD.",29230,20180514,,,,
01032024,유영정공,"YOOYEONG TECH CO., LTD",2511,20180514,,,,
01145300,동화전자공업,"DONG-HWA ELECTRONICS CO.,LTD.",2629,20180514,,,,
00495660,한립지엘공업,"HANLIP GL IND CO,. LTD",25119,20180514,,,,
01208283,천영기공,"CHUN YOUNG CO.,LTD.",26422,20180514,,,,
00650610,디에스중공업,"ds heavy industries.co.,ltd.",29169,20180514,,,,
01085202,금오금속공업,-,29241,20190226,,,,
01334481,수성공업,"SUSUNG INDUSTRIAL CO., (PVT) LTD.",28410,20181012,,,,
00919434,세광공업,"SEKWANG INDUSTRIAL.CO.,LTD",31114,20190225,,,,
01135428,디에이치메탈,"dh metal co.,ltd.",25912,20190221,,,,
00967918,코스모와이어,COSMO WIRE LTD,25944,20190213,,,,
00568197,우창공업,"WOO CHANG IND. CO.,LTD.",31114,20190227,,,,
01333923,경흥금속공업,"KYUNGHEUNG METAL.CO.,LTD",24311,20181106,,,,
01336708,씨앤디메탈스코리아,"C&D METALS KOREA CO., LTD",46800,20181106,,,,
00451602,민성정밀,"MINSUNG PRECISION CO.,LTD.",29230,20190226,,,,
00913050,서원조명공업,Seowon Lighting Industry Corp.,2842,20190215,,,,
00924968,부광정공,"BUKWANG PNE CO.,LTD",31114,20190226,,,,
00159315,한국정기공업,"HANKOOK PRECISION IND.CO.,LTD.",29142,20181031,,,,
01318845,부광모터스,boo kwang motors,3020,20190226,,,,
01085239,흥진정공,"HEUNGJIN.CO,.LTD",30,20190218,,,,
00535515,한국알박정밀,"ULVAC KOREA PRECISION,LTD.",29271,20181116,,,,
00376602,현대파워텍,Hyundai PowerTech Co. Ltd.,30,20190116,,,,
00957179,트라이캠테크놀로지,"Trycamtechnology Co., Ltd.",27199,20190220,,,,
00763792,지우정공,"JIWOO PRECISION CO.,LTD",2599,20190221,,,,
00107190,남선기공,NAMSUN MACHINERY CORP.,29223,20190227,,,,
01088980,신동아정공,Shindongah Precision Co. LTD.,259,20190215,,,,
00404853,중앙해양중공업,"Joong-Ang Heavy Industry Co., Ltd",31114,20190214,20260401,감사보고서 (2025.12),20260401000213,
01221460,연한공업,Yunhan,30,20190220,,,,
01212879,힐중공업,hill,2511,20190222,,,,
01212842,기하정밀,"KEEHA PRESISION CO.,LTD",25929,20190201,,,,
00405755,태양중공업,"TAEYANG METAL CO.,LTD",31202,20190220,,,,
01240526,대원정공,"DAEWON PRECISION CO., LTD",25913,20190329,,,,
01354263,현대철강,"HYUNDAE STEEL CO., LTD.",2419,20190312,,,,
00927071,창일정공,CHANG IL,29271,20190228,,,,
01329629,중앙자동차해체재활용업,Jungang Junyard,30400,20190228,,,,
01015373,잘만정공,"JALMAN PRECISION CO.,LTD.",29141,20190228,,,,
00113304,대한주물,"DAE HAN CAST IRON CO., LTD.",24311,20190304,,,,
00210272,삼영금속공업,"sam yung metal industrial co., Ltd",25119,20190228,,,,
00923084,모코,Motor Components LTD,30,20190228,20260408,감사보고서 (2025.12),20260408001197,
01032811,안전정밀,"ANJEON PRECISION CO.,LTD",29141,20190329,,,,
00410748,한일금속공업,hanil metal industry co.LTD.,25921,20190424,,,,
00785633,대한중기공업,"DAE HAN HEAVY MACHINERY CO., LTD",29111,20190415,,,,
01309148,디씨티오토,"DCT AUTO CO.,LTD.",30201,20190326,,,,
01367285,경인기어,"Kyungin Gear Co.,Ltd",2914,20190415,,,,
01026847,대진정공,"DAI JIN PRECISION CO., LTD.",29131,20190228,,,,
00581930,교세라커넥터코리아판매,KYOCERA Connector Korea Sales Co.Ltd.,46522,20190314,,,,
00979250,번영중공업,Beonyoung Heavy Industry Co.Ltd.,31114,20190503,,,,
00566427,동양레어메탈,"DONG YANG RARE METAL CO.,LTD",24312,20190327,,,,
00769671,유니월드오토테크,UNIWORLD AUTO TECH CORP.,303,20190315,,,,
01082241,신진정공,sinjin,30,20190328,,,,
00815989,월드중공업,"world heavy industry.co.,ltd",2511,20190328,,,,
01299887,우성정밀,Woosung Precision Co.Ltd,30331,20190401,,,,
00984182,파워텍일렉트로닉스,"POWERTECH ELECTRONICS CO.,LTD.",26421,20190320,,,,
01381249,우진자동화,"woojin automation.co.,ltd",29163,20190507,20260408,감사보고서 (2025.12),20260408002866,
01160114,성진정밀,"  SUNG JIN PRECISION Co., Ltd.",2629,20190305,,,,
01374300,대림메탈,"DAELIM METAL CO.,LTD",24312,20190507,,,,
01074826,한주정밀,"HANJOO PRECISION CO.,LTD.",30,20190517,,,,
01103739,제이에스메탈,"JS METAL CO., LTD",24132,20190429,,,,
01147672,칸정공,KHANPI CO.LTD,31114,20190327,,,,
01229727,현대엔지니어링,"HYUNDAE ENGINEERING CO.,LTD",29271,20190329,,,,
00678768,대덕스크랩공업,-,4679,20190328,,,,
00815864,삼보중공업,"SAMBO HEAVY INDUSTRIES CO., LTD",29161,20190426,,,,
00667018,WD중공업,"WD Heavy Industry Co, Ltd.",31114,20190329,,,,
01080331,영일정공,"young il precision & ind.co.,ltd",29111,20190306,20260407,감사보고서 (2025.12),20260407003316,
00535320,세진특수정밀,"SEJIN SPECIAL PRECISION CO., LTD",30,20190311,,,,
00825542,보성중공업,"BO SEONG HEAVY INDUSTRIES.CO.,LTD",25921,20190313,,,,
00911609,동림중공업,"QTECH Co.,Ltd.",31114,20190425,,,,
01176373,상우클램프,"SANG WOO CLAMP CO.,LTD",25933,20190412,,,,
00835105,삼정오토모티브,SAMJEONG AUTOMOTIVE,30,20190312,,,,
00848358,씨앤씨오토모티브,"C&CAUTOMOTIVE  CO.,LTD",26,20190513,,,,
00110538,신대성전기,LS Automotive Corp.,30,20190322,,,,
01380259,디케이엠,"DKM MOTOR CO.,LTD.",28111,20190514,,,,
01177655,동아정공,"Donga Inst Co,.LTD",24311,20190329,,,,
01017937,삼신정공,"samshin precision industry co.,ltd.",26299,20190409,,,,
00874584,신진정밀,SHINJIN MACHINERY CO.LTD,25924,20190321,,,,
01175611,현대산업,HYEONDAESANEOP(JU),25923,20200116,,,,
01080614,아인스오토메이션,eins automation ,28123,20190617,,,,
01398656,윤우정밀,YoonWoo Inc,30399,20190829,,,,
01403000,아이메탈,IMETAL CO.LTD,46721,20190927,,,,
01400623,오토월드,autoworld. co.ltd,31312,20191030,,,,
00921819,국민정밀,"KUK MIN PRECISION CO.,LTD",2591,20190610,,,,
01137462,동남주물공업,"DONG NAM IRON CASTING CO., LTD",24312,20191218,,,,
01399266,동산기공,"dong san ki gong co.,ltd.",29120,20190911,,,,
01407574,현대엠테코주,"HYUNDAI MTECO.CO.,LTD",29163,20190923,,,,
01406487,유일정공,YOOIL,29199,20191016,20260406,감사보고서 (2025.12),20260406004466,
01396445,삼영정공,"Samyoung Precision Co., Ltd.",25924,20190813,20260413,감사보고서 (2025.12),20260413001210,
01106222,승일메탈,corporation seung il metal,2592,20191023,,,,
01399619,디피메탈,DESIGN&PRODUCTION OF METAL,29120,20190903,,,,
01404920,에프엘오토,FLAUTO Corp.,30201,20190909,,,,
00921633,한성철강공업,Hansung Steel Material,2511,20191105,,,,
01010387,대영정밀,"DAEYOUNG PRECISION INDUSTRIAL CO.,LTD",2591,20191017,,,,
01390353,영진정공,YOUNG JIN CO.LTD,25113,20190814,,,,
00205571,에스아이지피오토멕,"SIGPAUTOMEK CO.,LTD",30,20190830,,,,
01403259,에스제이세일기공,"SJseilenm.co.,ltd",25112,20190920,,,,
01411090,현대그린에너지,"HYUNDAI GREEN ENERGY Co.,Ltd",46,20191010,,,,
01146947,리한필터,leehanfilter,30,20200226,,,,
01367249,일진단조공업,"ILJIN FORGING IND. CO., LTD",25912,20200218,,,,
01398726,동양정공,"DONG YANG PREXISION ENGINEERING CO.,LTD",26299,20200225,,,,
01371145,삼우오토메이션,SAMWOO AUTOMATION INC.,29169,20200220,20260413,감사보고서 (2025.12),20260413001980,
00566366,국제정공,KUKJE INDUSRIES,24312,20200220,,,,
00137605,신한전기공업,"NEW KOREA ELECTRIC CO., LTD",28112,20200206,,,,
00767132,삼동메탈,"SAMDONG METAL CO.,Ltd",2929,20200217,,,,
00974981,삼광오토모티브,SAMKWANG AUTOMOTIVE,2629,20200225,,,,
01372454,현대정밀,"Hyundae Precision Co., Ltd",25932,20200225,,,,
01101175,오토피아,-,30,20200217,,,,
01399178,영남중공업,YOUNGNAM HEAVY IND.CO.LTD,25112,20200221,,,,
01378333,거림중공업,KEORIM HEAVY LNDUSTRY,29199,20200226,,,,
01292389,영광정공,"Young Kwang Co.,Ltd",29169,20200214,20260407,감사보고서 (2025.12),20260407000638,
01333215,벽두도어,"BYUCKDOO DOOR CO., LTD.",259,20200226,20250401,감사보고서 (2024.12),20250401004169,
00891378,한국정밀,"Hanguk Precision CO.,LTD",30,20200227,,,,
01383210,강림정공,"KANGRIM PRECISION CO.,LTD.",30399,20200226,,,,
00922571,동아오토,"DONGAH AUTO CO.,LTD",30,20200227,,,,
01254398,알바오토모티브,"ALBA AUTOMOTIVE CO., LTD",30310,20200228,,,,
01235889,동하정밀,"Dongha Precision Co., LTD",26329,20200228,20260410,감사보고서 (2025.12),20260409003174,
01455298,보스톤메탈,"Boston Metal co., Ltd",46721,20200429,,,,
00929741,코리아모던메탈,"KOREA MODERN METAL CO.,LTD",30,20200413,,,,
00920625,케이엘메탈,"KLMETAL CO.,LTD",46721,20200228,,,,
01450381,연수중공업,"YEUNSOO HEAVY INDUSTRY CO.,LTD",31111,20200409,,,,
01129047,네오메탈플러스,"neometalplus. Co.,Ltd",24290,20200409,,,,
01019573,삼풍공업,"eun sung co .,ltd",30,20200228,,,,
00865391,신방일렉트로닉스,SHEENBANG ELECTRONICS,4659,20200410,,,,
00668406,신신중공업,"ShinShin Heavy Industries Co., Ltd.",31114,20200508,,,,
00521804,해원기계공업,"HAEWON MACHINERY AND ENGINEERING CO., LTD.",31114,20200512,,,,
01145081,현대텍크,"hyundaitech co,. ltd",28123,20200228,,,,
00257334,벨금속공업,"BELL METAL IND.CO.,LTD",25931,20200424,,,,
00639194,시대정공,SIDAE Precision Industrial Co. LTD,27,20200514,,,,
00491992,삼한일렉트로닉스,"SAMHAN Electronics Co.,Ltd.",2629,20200519,,,,
01028872,한국나노정밀,"KOREA NANO PRECISION CO.,LTD",29229,20200422,20260402,감사보고서 (2025.12),20260402001323,
00657215,광성공업,KWANGSUNG INDUSTRY Inc,31114,20200324,,,,
00619604,동우정공,"DONG WOO PRECISION IND. CO., LTD.",30,20200520,,,,
00811442,오토다임,AUTODIGM,30,20200227,20260417,[기재정정]감사보고서 (2025.12),20260417000672,
00609573,티씨씨메탈,TCC STEEL SERVICE CORP,25924,20200515,,,,
00870241,학산금속공업,"HAK SANMETAL CO.,LTD",24329,20200513,,,,
01452361,승진메탈,"SEUNGJIN METAL CO.,LTD.   ",46721,20200427,,,,
00185444,제일베어링공업,"JEIL BEARING IND. CO., LTD.",29141,20200513,,,,
01230185,금광중공업,"Keumgwang heavy Industries Co., Ltd.",31114,20200512,20240408,감사보고서 (2023.12),20240408002434,
01179477,아이노즈,Mobilus Automotive Inc.,26410,20200424,,,,
00678519,지팸중공업,G-PEM heavy Industrys Corp.,29,20200511,,,,
00918569,제일공업,JEIL INDUSTRY,281,20200511,,,,
01370544,신영정밀,"SHINYEONG PRECISION CO.,LTD",28121,20200226,,,,
01157040,동제정공,"DongJe Precisoion Co.,Ltd.",3020,20200228,20250414,감사보고서 (2024.12),20250414001523,
01470835,에어리퀴드글로벌일렉트로닉스머티어리얼스,Air Liquide Global Electronics Materials,46739,20200511,,,,
01405895,투데이모터스,today motores,30203,20200227,,,,
00967431,중앙기공산업,"JOONG-ANG MACHINERY INDUSTRY CO., LTD",29250,20200408,,,,
00988568,욱일정공,"wookil precision&engineering co.,ltd",30,20200417,,,,
00966159,대원중공업,DAEWON HEAVY INDUSTRIES CO.LTD,25924,20200228,,,,
00227704,도림주철관공업,"DORIM CAST IRON PIPE IND. CO., LTD",24131,20200511,,,,
00639635,혜성금속공업,"HAESUNG METAL INDUSTRY CO,.LTD",259,20200513,,,,
00766966,신현공업,"SHIN HYUN INDUSTRIES CO.,LTD",29161,20200529,,,,
00870490,화성정밀,"HWA SOUNG PRECISION CO., LTD",30,20200511,,,,
01489675,태일기공,"Taeil Engineering Co., Ltd",29199,20200714,20260401,감사보고서 (2025.12),20260401000909,
00544319,상도전기공업,"SANGDO ELECTRIC INDUSTRIAL CO.,LTD.",28512,20200909,,,,
01499645,티피에스,TOTAL PARTS SOLUTIONS,29272,20200914,,,,
00894764,대유중공업,DAEYU MANU CO.,24111,20200622,,,,
01470349,아이에스중공업,"Innoration&Smart Heavy Industry co.,Ltd",25113,20210217,,,,
01452592,현대지브이에너지,"Hyundai GV Energy Co., Ltd.",28111,20210218,,,,
01456808,덕산정밀,-,26299,20210222,20260401,감사보고서 (2025.12),20260401002822,
00962807,장자도어업그룹한국,"ZHANGZIDAO FISHERY GROUP KOREA CO.,LTD",46,20210107,,,,
00870357,명일금속공업,"MYUNG IL METAL IND.CO.,LTD.",2413,20210218,,,,
01416341,데코미공업,DECOMY INDUSTRY,33910,20200807,,,,
01498798,일성전장,"ILSUNG ELECTRICAL CO.,LTD",30,20200918,,,,
01022470,현대성형기,"HYUNDAI INJECTION MACHINERY CO., LTD.",292,20210222,,,,
01427329,현대신텍,"HYUNDAI SEEN TEC CO.,LTD",29119,20200604,,,,
01494835,한독정밀,"HAN DOK PRECISION CO.,LTD.",30310,20200907,,,,
00167013,흥국공업,"HEUNGKUK INDUSTRIES CO.,LTD",291,20200727,,,,
01465426,자동기,"KOREA AUTOMATIC MACHINERY CO.,LTD.",29241,20210222,20260410,감사보고서 (2025.12),20260410001646,
01508712,한중대영공업,Han Jung Tae Young Industry Co.Ltd,29141,20210226,20250408,감사보고서 (2024.12),20250408001886,
00926018,모토로라솔루션코리아,"Motorola Solutions Korea, Inc.",46,20210226,20240411,감사보고서 (2023.12),20240411001376,
01402719,동신오토,"DONG SHIN CO.,LTD.",30201,20210224,,,,
01383797,신창정밀,SINCHANG,30399,20210224,,,,
00605133,세진공업,"Sejin industry co., Ltd.",30,20210226,,,,
00222897,쿠퍼스탠다드오토모티브코리아,"CooperStandard Automotive Korea, Inc",30320,20210224,,,,
00970736,평화정밀,"PYUNG HWA PRECISION CO., LTD",30,20210225,,,,
01496143,경동공업,KYUNGDONG INDUSTRY,25913,20210304,,,,
01155103,동양금속공업,DONG YANG METAL KNDUSTRIAL CO.LTD,30,20210225,,,,
00669265,현대산업기계,"HYUNDAI INDUSTRIES MACHINERY Co.,LTD",25921,20210316,20260413,감사보고서 (2025.12),20260413001968,
01211180,뉴로스정밀,"Neurosprecision C.,Ltd",2922,20210226,,,,
01508794,비앤드알산업자동화,B&R Industrial Automation,46539,20210224,,,,
01103067,케이엠정밀,"KM Precision Co.,Ltd.",25924,20210225,,,,
01256615,효진기공,HYO JIN M,29299,20210302,,,,
01308547,와이즈오토홀딩스,"Wise Auto Holdings Co.Ltd.,",30201,20210423,,,,
00888620,현대무벡스,HYUNDAI MOVEX,29199,20210311,,,,
01018006,현대플렉스,Hyundai Flex,2622,20210419,,,,
01087291,동양메탈,"ORIENTAL METAL INDUSTRY CO,.LTD",24213,20210226,,,,
00443791,삼우정밀,Samwoo Precision Co.,30,20210414,,,,
01100884,풍원정공,"PUNG WON PRECISION IND.CO., LTD.",25924,20210226,20260406,감사보고서 (2025.12),20260406003681,
01412275,넥서스일렉트로닉스,"Nexus Electronics Co., Ltd.",46800,20210223,,,,
01367081,현대코어모션,"Hyundai Core Motion Co., Ltd.",29120,20210223,,,,
01465116,제이에스메탈,"J.S METAL CO.,LTD",24212,20210226,,,,
01583333,신진커넥터,Sin Jin Connectors,29120,20210901,,,,
00520407,STX중공업,"STX Heavy Industries Co.,Ltd",31114,20210506,,,,
00614876,제이아이오토모티브,"JI AUTOMOTIVE CO.,LTD.",30,20211115,,,,
01293917,드림오토,"DREAM AUTO CO.,LTD",30320,20210614,,,,
01589267,만도모빌리티솔루션즈,Mando Mobility Solutions Corporation,303,20211210,,,,
00658904,엘앤피자동차코리아,L&P Automotive (Korea) LLC (Yuhan Hoesa),30393,20210511,,,,
00351348,삼신정밀,"SAM SHIN PRECISION CO,. LTD",24312,20220214,20260331,감사보고서 (2025.12),20260331002820,
01366091,대영공업,DAEYOUNG INDUSTRY Co.Ltd.,25922,20220210,20260406,감사보고서 (2025.12),20260406003968,
00545099,태창기계공업,"TAECHANG MACHINERY IND. CO.,LTD.",292,20210503,,,,
01614943,액슬코리아,AXLE KOREA,25912,20220214,,,,
01587931,정우중공업,JUNGWOO,30201,20210929,,,,
01214062,오토텍,AUTO TEC,3033,20220210,,,,
00620062,엘케이정밀,"L.K PRECISION Co.,LTD",30,20220125,20260406,감사보고서 (2025.12),20260406003628,
01584998,케미콘일렉트로닉스코리아,"Chemi-Con Electronics Korea Co.,Ltd.",46599,20210923,20240411,감사보고서 (2023.12),20240411002057,
01233094,성일기공,"Sung-il Machinery Co., Ltd.",29142,20220209,20260402,감사보고서 (2025.12),20260402002205,
00198703,현대필터산업,"HYUN DAI FILTER CO.,LTD",33992,20220209,20260403,감사보고서 (2025.12),20260403000155,
00639307,유진기공,"YooJin Construction Co.,Ltd",2511,20220207,,,,
00533207,동성정밀엘엑스,"DONGSUNG PRECISION LATHE XRAY CO., LTD",30,20210514,20260430,연결감사보고서 (2025.12),20260430000976,
00767813,제이와이중공업,"J.Y Heavy Industries Co.,Ltd>",31114,20210513,,,,
00304997,진영공업,"JINYOUNG INDUSTRIAL CO.,LTD",30,20220217,20260331,감사보고서 (2025.12),20260331000731,
01299188,투엠모터스,"2M MOTORS CO.,LTD",30392,20220217,,,,
00287797,삼광모터스,"SAM KWANG MOTORS CO.,LTD",30,20220216,20260401,감사보고서 (2025.12),20260401004566,
01224041,빛고을중공업,BITGEUL HEAVY INDUSTRIES.CO..LTD,2511,20211018,,,,
